RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract�
covidestim: COVID-19 nowcasting https://t.co/WrqpdbNmRu 2 weeks to flatten the curve? https://t.co/f4Ydg90xpr
Canadian inflation hit a new three-decade high in January, heaping more pressure on the Bank of Canada to raise int� https://t.co/vsKOIU06d2
2022-02-17 18:14:48+00:00,"b'RT @johndefeo: The COVID-19 pandemic has laid bare many shortcomings and frailties in our society, but for me, none has been more damaging\xe2\x80\xa6'"

2022-02-17 18:14:48+00:00,b'he tested for positive covid-19 :('

2022-02-17 18:14:47+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 18:14:47+00:00,"b'RT @scdhec: Today, DHEC announced 1977 new cases of COVID-19 (1190 confirmed, 787 probable), 114 new deaths (76 confirmed, 38 probable), an\xe2\x80\xa6'"

2022-02-17 18:14:47+00:00,"b""I don't care about Olympic hockey men's or women's. I'm not that zoned in on the product especially during covid 19\xe2\x80\xa6 https://t.co/4FrNUhYiFC"""

2022-02-17 18:14:46+00:00,"b'RT @johndefeo: The COVID-19 pandemic has laid bare many shortcomings and frailties in our society, but for me, none has been more damaging\xe2\x80\xa6'"

2022-02-17 18:14:46+00:00,b'RT @emilio__ferrara: Study led by @thatmchen @ahhhhhjulie @herbschang @goranmuric and recently published on @jmirpub @J_Infodemiology \n\nChe\xe2\x80\xa6'

2022-02-17 18:14:46+00:00,b'RT @richardzussman: I have decided to end nearly two years of posting BC\xe2\x80\x99s COVID-19 stats daily.\nThey are less relevant now and I will post\xe2\x80\xa6'

2022-02-17 18:14:45+00:00,"b'RT @eNCA: SA records 3,056 new COVID-19 cases, 17 deaths\nhttps://t.co/qO0Y5SsKke'"

2022-02-17 18:14:45+00:00,"b""RT @JoJoblackcat: @DowdEdward Well there's this too...https://t.co/qI67fwraB7"""

2022-02-17 18:14:44+00:00,b'RT @billboard: Yeonjun of K-pop group TOMORROW x TOGETHER has tested positive for COVID-19.  https://t.co/OjCI9RNVrs'

2022-02-17 18:14:44+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 18:14:42+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 18:14:41+00:00,b'RT @doc_singing: FDA Executive Officer Says US Government Plans to Push Annual COVID-19 Shots\n\nOf course they will.. it\xe2\x80\x99s not about a virus\xe2\x80\xa6'

2022-02-17 18:14:40+00:00,"b'COVID-19: Nigeria records 13 new infections Wednesday, total now 254,137\n\nhttps://t.co/nmGaTXTamx'"

2022-02-17 18:14:40+00:00,"b'@PeaceAnonRedux @RMConservative @NathanDahm @OKMed Yes, yes it does! Ivermectin is an anti-parasitic &amp; COVID is a v\xe2\x80\xa6 https://t.co/tm3qM9ZH4l'"

2022-02-17 18:14:39+00:00,"b'RT @CenDemTech: .@elizabethan: ""To keep students safe &amp; schools open, it\'s important to scale [covid] testing efforts along with #studentpr\xe2\x80\xa6'"

2022-02-17 18:14:37+00:00,"b'RT @ABC: Hong Kong recorded another record daily high of new COVID-19 cases, as the city battles its worst outbreak since the pandemic bega\xe2\x80\xa6'"

2022-02-17 18:14:36+00:00,b'RT @DawnButlerBrent: I\xe2\x80\x99ve written to the Prime Minister outlining my concerns regarding the plan to mark the Queen\xe2\x80\x99s 70-year reign by sendi\xe2\x80\xa6'

2022-02-17 18:14:36+00:00,"b""Novavax's COVID-19 vaccine approved for Canadians 18 and over https://t.co/9X5uk7Ecmm https://t.co/gjAeeXjlKC"""

2022-02-17 18:14:36+00:00,b'RT @MollieeWalkerr: #NYR Patrik Nemeth goes on injured reserve with lingering effects of COVID-19 \xe2\xac\x87\xef\xb8\x8f\n\nhttps://t.co/usWRYXOt1q via @nypostsp\xe2\x80\xa6'

2022-02-17 18:14:35+00:00,b'RT @FCDOtravelGovUK: #Dominican Republic Updated information on entry requirements and COVID-19 measures (\xe2\x80\x98Entry Requirements and Coronavir\xe2\x80\xa6'

2022-02-17 18:14:35+00:00,b'RT @DrCJohns: Allll the silent screaming over this!\nTalk\nTo\nPediatricians\nAbout\nCOVID-19\n&amp; kids. \nWe are available!'

2022-02-17 18:14:34+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 18:14:34+00:00,"b'BTS to take centre stage in South Korea, first time since Covid-19 began\nhttps://t.co/b6aA9yNe2k\n#bangtan d, #BTS,\xe2\x80\xa6 https://t.co/Mbtq1q5ddh'"

2022-02-17 18:14:34+00:00,b'RT @TheEconomist: Women fared worse than men https://t.co/oIDYFVKjqt'

2022-02-17 18:14:33+00:00,b'RT @billboard: Yeonjun of K-pop group TOMORROW x TOGETHER has tested positive for COVID-19.  https://t.co/OjCI9RNVrs'

2022-02-17 18:14:33+00:00,"b'I had no idea I was overreacting to the changes Covid-19 brought, so I just snapped out of it. Problem solved \xf0\x9f\x92\x85\xf0\x9f\x8f\xbb\xf0\x9f\x92\x85\xf0\x9f\x8f\xbb'"

2022-02-17 18:14:33+00:00,"b'RT @MatteaMerta: ""I am announcing that as of today all the restrictive measures imposed by COVID-19 are suspended,"" President of the Domini\xe2\x80\xa6'"

2022-02-17 18:14:32+00:00,"b'RT @ABC: Hong Kong recorded another record daily high of new COVID-19 cases, as the city battles its worst outbreak since the pandemic bega\xe2\x80\xa6'"

2022-02-17 18:14:31+00:00,"b""RT @KamiLt55: @GovParsonMO Well, I really don't think you have any room or expertise to request anything regarding Covid-19 policy since Mi\xe2\x80\xa6"""

2022-02-17 18:14:30+00:00,"b'RT @FrankfurtZack: Europe: COVID-19 Stringency Index, Feb 15, 2022 https://t.co/GjbJpzCr2w'"

2022-02-17 18:14:30+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 18:14:29+00:00,b'Check out my store @Mintable Shared Store on Mintable! https://t.co/tyANhtpDrN'

2022-02-17 18:14:28+00:00,"b'RT @BillGates: Meet the heroes in Africa who are stepping up to fight COVID-19, combat misinformation, and develop the tools needed to prev\xe2\x80\xa6'"

2022-02-17 18:14:27+00:00,b'RT @ldnotar: Now in @NatureMedicine our multi-omics study showing distinctive immunopathological signatures of COVID-19 in children and adu\xe2\x80\xa6'

2022-02-17 18:14:27+00:00,b'RT @DawnButlerBrent: I\xe2\x80\x99ve written to the Prime Minister outlining my concerns regarding the plan to mark the Queen\xe2\x80\x99s 70-year reign by sendi\xe2\x80\xa6'

2022-02-17 18:14:26+00:00,"b""@Parents_Utd @DmodosCutter @NHSSTAFFCOVID19 @UKActionteam @LongCovidKids @TigressEllie @redflag3rd hmm..wasn't the\xe2\x80\xa6 https://t.co/gIN1BAuDvZ"""

2022-02-17 18:14:26+00:00,b'RT @TheEconomist: Women fared worse than men https://t.co/oIDYFVKjqt'

2022-02-17 18:14:26+00:00,b'RT @billboard: Yeonjun of K-pop group TOMORROW x TOGETHER has tested positive for COVID-19.  https://t.co/OjCI9RNVrs'

2022-02-17 18:14:26+00:00,b'RT @HoCStaffer: Our government is a joke.  https://t.co/iO7KnJ9rSc'

2022-02-17 18:14:26+00:00,"b'@RealMarkFinchem Do you just say COVID-19 ""didn\'t exist? Where have you been the last two years? And you have the n\xe2\x80\xa6 https://t.co/22wM0VGbx9'"

2022-02-17 18:14:25+00:00,"b'RT @RepThomasMassie: Thank you to @RepMikeJohnson for cosponsoring HR 3860, legislation I introduced to prevent members of the Armed Forces\xe2\x80\xa6'"

2022-02-17 18:14:25+00:00,b'RT @uniceferitrea: Reaching the Unreached: 120 health facilities equipped with offline android-based digital App created by Youth Innovator\xe2\x80\xa6'

2022-02-17 18:14:25+00:00,"b'RT @FLLFlyer: Curbside #Valet Parking is now available at #FLL after a nearly two-year hiatus due to the COVID-19 pandemic. For now, the se\xe2\x80\xa6'"

2022-02-17 18:14:24+00:00,"b'RT @ABC: Hong Kong recorded another record daily high of new COVID-19 cases, as the city battles its worst outbreak since the pandemic bega\xe2\x80\xa6'"

2022-02-17 18:14:24+00:00,b'RT @backtolife_2022: Warning that Australians could need FIVE doses of a Covid-19 vaccine to be considered fully protected - and the people\xe2\x80\xa6'

2022-02-17 18:14:24+00:00,"b'Sajid Javid: Support for 500,000 Immunocompromised People for whom Covid-19 remains a significant risk https://t.co/y5NE3CsDBF via @UKChange'"

2022-02-17 18:14:24+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 18:14:23+00:00,"b'RT @XHNews: Various parts of China continue to recover steadily from the impact of the COVID-19 epidemic, with local governments keen to fu\xe2\x80\xa6'"

2022-02-17 18:14:22+00:00,"b""RT @RepAndyBiggsAZ: COVID-19 uncovered the true freedom-fighters and freedom-takers in our world. \n\nDon't ever forget their names."""

2022-02-17 18:14:22+00:00,b'@bearcat_dude @TheSeriousOne56 @cooolmum @drraystep Specifically how are the COVID 19 \xe2\x80\x9cvaccines \xe2\x80\x9c effective and spe\xe2\x80\xa6 https://t.co/wHH0FUSB5u'

2022-02-17 18:14:21+00:00,"b'RT @MatteaMerta: ""I am announcing that as of today all the restrictive measures imposed by COVID-19 are suspended,"" President of the Domini\xe2\x80\xa6'"

2022-02-17 18:14:21+00:00,"b'love seeing the ""we\'re having abnormally high call volumes due to covid-19"" excuse still being used in 2022'"

2022-02-17 18:14:20+00:00,"b'RT @AtomsksSanakan: 1/K\n\nA list of those who so under-estimated the fatality rate of COVID-19, that they *require more people be infected t\xe2\x80\xa6'"

2022-02-17 18:14:19+00:00,b'RT @Koreaboo: TXT\xe2\x80\x99s Yeonjun Tests Positive For COVID-19\n\nhttps://t.co/JiJkbdTIKS'

2022-02-17 18:14:17+00:00,b'RT @richardzussman: I have decided to end nearly two years of posting BC\xe2\x80\x99s COVID-19 stats daily.\nThey are less relevant now and I will post\xe2\x80\xa6'

2022-02-17 18:14:16+00:00,b'@TheEconomist COVID 19. STARTED IN THE YEAR OF 2019. Certificate OF Vaccination ID = COVID 19\nIS A WORLD WIDE SCAM\xe2\x80\xa6 https://t.co/7oSfheUL7m'

2022-02-17 18:14:15+00:00,"b'RT @UKCovid19Stats: United Kingdom Daily Coronavirus (COVID-19) Report \xc2\xb7 Thursday 17th February.\n\n51,899 new cases (people positive) report\xe2\x80\xa6'"

2022-02-17 18:14:15+00:00,"b""RT @Smile904FM: The @WHO's Dr. @mvankerkhove has cautioned against the abolishing of #Covid19 isolation protocols. She says this will lead\xe2\x80\xa6"""

2022-02-17 18:14:14+00:00,"b'RT @CDCgov: If you test positive for COVID-19 &amp; are at risk of becoming very sick, contact a health professional right away to determine if\xe2\x80\xa6'"

2022-02-17 18:14:12+00:00,b'RT @FastRSolutions: Free to download Covid-19 safety policy. Word Format &amp; fully editable for your company https://t.co/epxVPEPZAf #Worcest\xe2\x80\xa6'

2022-02-17 18:14:12+00:00,"b'RT @NewBlueON: In the next few days, we will start announcing candidates and open our second application deadline for any remaining ridings\xe2\x80\xa6'"

2022-02-17 18:14:12+00:00,"b""RT @NewshubPolitics: 'You've ambushed me': Health Minister didn't know 10,000 health workers were striking https://t.co/nYq4Bbc2wV"""

2022-02-17 18:14:11+00:00,b'RT @RogerPielkeJr: This is an incredible mess of an article arguing that the idea of a COVID-19 lab leak is conspiracy theory just like cli\xe2\x80\xa6'

2022-02-17 18:14:10+00:00,b'One of the best thriller-adventure writers I know.  These books by L. W. Wedgwood  might be just the escape you nee\xe2\x80\xa6 https://t.co/ftbsZIJuoY'

2022-02-17 18:14:09+00:00,"b'RT @PublicHealthSD: Science North staff is joining Public Health at the Alban Community Centre on February 22, from 10 a.m. to 4:30 p.m. wi\xe2\x80\xa6'"

2022-02-17 18:14:09+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 18:14:08+00:00,b'RT @mediaspotnz: \xe2\x80\x9cSailing great Sir Russell Coutts is hitting out at what he calls \xe2\x80\x98ever-increasing erosion of our human rights\xe2\x80\x99 and has an\xe2\x80\xa6'

2022-02-17 18:14:07+00:00,"b'RT @johndefeo: The COVID-19 pandemic has laid bare many shortcomings and frailties in our society, but for me, none has been more damaging\xe2\x80\xa6'"

2022-02-17 18:14:07+00:00,"b'@jimgibs0n @nomoremonarchs Times have changed  especially during this covid-19 period, the Royal family are a drain\xe2\x80\xa6 https://t.co/wk5UWOW7YQ'"

2022-02-17 18:14:07+00:00,b'RT @TheCovidFamily: What are many afraid of? In the long term. Everything can only get better. @TheCovidFamily Special Edition. \n\n#NFT #NFT\xe2\x80\xa6'

2022-02-17 18:14:07+00:00,b'Curbside #Valet Parking is now available at #FLL after a nearly two-year hiatus due to the COVID-19 pandemic. For n\xe2\x80\xa6 https://t.co/xRsaQOHbLm'

2022-02-17 18:14:06+00:00,"b'RT @MatteaMerta: ""I am announcing that as of today all the restrictive measures imposed by COVID-19 are suspended,"" President of the Domini\xe2\x80\xa6'"

2022-02-17 18:14:05+00:00,b'RT @richardzussman: I have decided to end nearly two years of posting BC\xe2\x80\x99s COVID-19 stats daily.\nThey are less relevant now and I will post\xe2\x80\xa6'

2022-02-17 18:14:05+00:00,b'RT @DonaldLepp: According to the Manitoba Covid Dashboard there are \xe2\x80\x9cZero\xe2\x80\x9d out breaks in schools and (as it has been since Christmas) \xe2\x80\x9cPeop\xe2\x80\xa6'

2022-02-17 18:14:03+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 18:14:02+00:00,b'RT @tylerwatt90: Min. Lecce announcing $35 million in funding after recently cutting $500 million from education. This is a classic Ford go\xe2\x80\xa6'

2022-02-17 18:14:00+00:00,"b'RT @mvankerkhove: . @WHO COVID-19 Case Management Webinar Series: #COVID19 in children and young persons\n\nTarget audience:\n\xe2\x9e\xa1\xef\xb8\x8fDoctors, Nurse\xe2\x80\xa6'"

2022-02-17 18:13:59+00:00,b'Many resources are available for those who have been impacted by the COVID-19.\n\nOur friends at @CoCoHealth have cre\xe2\x80\xa6 https://t.co/MJ3CjNwdVE'

2022-02-17 18:13:58+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 18:13:58+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 18:13:57+00:00,"b'RT @kilonova_gold: \xe2\x80\x9cNot only do masks protect kids from COVID-19 and other respiratory diseases, but studies show that schools with mask po\xe2\x80\xa6'"

2022-02-17 18:13:56+00:00,"b'@AkshayaSays @PeterASinger 2/2 the lifting of restrictions, being used as the blame, for already existing record le\xe2\x80\xa6 https://t.co/ZHBFkJoBL2'"

2022-02-17 18:13:56+00:00,b'RT @TIME: How a remote Himalayan district achieved an extraordinary COVID-19 vaccination rate\nhttps://t.co/dYDEKOy7KR'

2022-02-17 18:13:55+00:00,b'RT @bucksccgs: Storm Eunice update: The Guttmann Centre vaccination site at Stoke Mandeville &amp; the Health on the Move van (due to visit Ger\xe2\x80\xa6'

2022-02-17 18:13:55+00:00,"b""RT @drlucymcbride: Health is about more than the absence of COVID-19. \n\nGetting back to normal won't be a quick fix for two years  of life\xe2\x80\xa6"""

2022-02-17 18:13:55+00:00,"b'RT @Undergroundcou1: Holy shit, not good.  Myocarditis, Pulmonary Hemorrhage, and Extensive Myositis with Rhabdomyolysis 12 Days After Firs\xe2\x80\xa6'"

2022-02-17 18:13:54+00:00,"b""RT @NJAssemblyGOP: ICYMI:\xf0\x9f\x91\x8a@BethSawyerNJ is fighting back. It shouldn't have to be jab vs. job. Her bill A2582 would prohibit discrimination\xe2\x80\xa6"""

2022-02-17 18:13:53+00:00,b'RT @KNyeEcon: @dianeswonk @grantthorntonus told @harriettorry @wsj that recent retail sales show \xe2\x80\x9cstrength is coming through\xe2\x80\x9d as supply cha\xe2\x80\xa6'

2022-02-17 18:13:53+00:00,"b""RT @OISEUofT: Feb 24: Join us for OISE's lecture series with @BasciaNina on the impacts of teachers' work during COVID-19 and how the admin\xe2\x80\xa6"""

2022-02-17 18:13:52+00:00,"b""RT @LuminUltra: ICYMI: Correctional facilities across California, Oklahoma, Virginia, and Washington are using LuminUltra's wastewater test\xe2\x80\xa6"""

2022-02-17 18:13:51+00:00,b'RT @MichaelPSenger: Controlling COVID-19 has always been a lie.'

2022-02-17 18:13:49+00:00,"b'March 1, 2021 to Feb. 16, 2022 in KY:\n\n74% of the 767,424 total confirmed Covid-19 cases were unvaccinated.\n\n84.4%\xe2\x80\xa6 https://t.co/TDgFP8rKcS'"

2022-02-17 18:13:47+00:00,b'RT @RogerPielkeJr: This is an incredible mess of an article arguing that the idea of a COVID-19 lab leak is conspiracy theory just like cli\xe2\x80\xa6'

2022-02-17 18:13:47+00:00,"b'RT @ABC: Hong Kong recorded another record daily high of new COVID-19 cases, as the city battles its worst outbreak since the pandemic bega\xe2\x80\xa6'"

2022-02-17 18:13:47+00:00,"b""Don't let Covid-19 bring you down! Instead, paint your nails."""

2022-02-17 18:13:46+00:00,b'RT @gangstersocial: 5 Effective ways to Communicate with #Customers during the time of #COVID-19 #Pandemic \xe2\x80\x93 SEO Magazine https://t.co/UsUy\xe2\x80\xa6'

2022-02-17 18:13:45+00:00,b'RT @SGCHD: The Springfield-Greene County Health Department is partnering with @springfieldlib and @officialSPS to offer COVID-19 vaccine cl\xe2\x80\xa6'

2022-02-17 18:13:45+00:00,b'RT @RogerPielkeJr: This is an incredible mess of an article arguing that the idea of a COVID-19 lab leak is conspiracy theory just like cli\xe2\x80\xa6'

2022-02-17 18:13:45+00:00,"b'RT @johnjljacobs: The coronavirus that causes COVID-19, SARS-CoV-2, can spread within days from the airways to the heart, brain and almost\xe2\x80\xa6'"

2022-02-17 18:13:44+00:00,b'Keys to staying mentally strong amid the COVID-19 pandemic  #hypnosiis can help you stay strong..\xe2\x80\xa6 https://t.co/mP8r5Rlgi5'

2022-02-17 18:13:43+00:00,"b'@nazirafzal Same here Nazir. My mail box is full of go back to your country, ""we don\'t wear masks, immunise childre\xe2\x80\xa6 https://t.co/eMW6UgW3dM'"

2022-02-17 18:13:43+00:00,"b'RT @RepThomasMassie: Thank you to @RepMikeJohnson for cosponsoring HR 3860, legislation I introduced to prevent members of the Armed Forces\xe2\x80\xa6'"

2022-02-17 18:13:42+00:00,b'RT @tylerwatt90: Min. Lecce announcing $35 million in funding after recently cutting $500 million from education. This is a classic Ford go\xe2\x80\xa6'

2022-02-17 18:13:42+00:00,"b'While hospitalizations are down, another four local residents have died from COVID-19 in the last week. \n\nhttps://t.co/cGyee65OOQ'"
