a,tweets
2022-02-19 13:56:34+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:56:34+00:00,"b'RT @MartyMakary: ""We\xe2\x80\x99ve turned restrictions on but haven\xe2\x80\x99t turned them off as conditions changed. In many cases, it\xe2\x80\x99s because we\xe2\x80\x99re still r\xe2\x80\xa6'"

2022-02-19 13:56:33+00:00,"b""From making India's first Cancer hospital TO donating funds in Covid-19, we are thankful to you Sir!\nlet's get toge\xe2\x80\xa6 https://t.co/rfOmtqOru0"""

2022-02-19 13:56:33+00:00,b'RT @AnitaFireTheUcp: @bruce_doux @ezralevant How dare she suggest universal childcare be a thing!!?? https://t.co/2lSQd6HEal'

2022-02-19 13:56:32+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:56:32+00:00,"b'RT @SeeLuluRun: No online learning option, nothing has been done to improve ventilation, and now they\xe2\x80\x99re toying with the idea of removing m\xe2\x80\xa6'"

2022-02-19 13:56:30+00:00,b'RT @KoaTheGreat: NEW \xe2\x80\x94 A clinical trial regional director filed a $2 billion lawsuit against Pfizer &amp; BioNTech alleging the pharmaceutical\xe2\x80\xa6'

2022-02-19 13:56:30+00:00,b'COVAXIN will be evaluated as a COVID-19 vaccine candidate in the United States: Bharat Biotech \n@BharatBiotech\xe2\x80\xa6 https://t.co/uRrRxKJH8V'

2022-02-19 13:56:30+00:00,"b'RT @devex: Following the launch of the @EIB\xe2\x80\x99s new development arm EIB Global, Markus Berndt explains how it will work \xe2\x80\x94 and the role of dev\xe2\x80\xa6'"

2022-02-19 13:56:28+00:00,"b'RT @JeanneNoble18: ""Subjecting a low-risk group of people to severe restrictions, forbidding them to travel off campus, dine in restaurants\xe2\x80\xa6'"

2022-02-19 13:56:27+00:00,"b'@VBMVentures @Orbitauofficial COVID 19 has slowed down many economies around the world but as a crypto business, do\xe2\x80\xa6 https://t.co/ucUfEmu3zq'"

2022-02-19 13:56:27+00:00,b'RT @thecharpost: The end of indoor mask mandates for Mecklenburg County is the start of a new initiative against #COVID19. https://t.co/sJ0\xe2\x80\xa6'

2022-02-19 13:56:26+00:00,"b""RT @FRANCE24: Covid-19 in Africa: 'The doses are here, but vaccine hesitancy remains high' https://t.co/PBOAGy7QfJ https://t.co/3yFGTTOmzH"""

2022-02-19 13:56:25+00:00,b'RT @Reuters: Biden to extend U.S. national emergency due to COVID-19 health risk https://t.co/ilV2VVNQCG https://t.co/ycz806UZcu'

2022-02-19 13:56:25+00:00,b'@FaZe_rainCS @ESLCS @ropz GWS brotha \xf0\x9f\x99\x8f this Covid-19 are totally sucks'

2022-02-19 13:56:24+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:56:24+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:56:24+00:00,"b""From making India's first Cancer hospital TO donating funds in Covid-19, we are thankful to you Sir!\nlet's get toge\xe2\x80\xa6 https://t.co/LSjDZgoLOo"""

2022-02-19 13:56:24+00:00,b'RT @inquirerdotnet: Health authorities in South Cotabato province appealed for wider participation in the expanded vaccination for minors a\xe2\x80\xa6'

2022-02-19 13:56:23+00:00,b'RT @EdAsante77: Covid-19 Vaccines Were Deadly in Rare Cases. Governments Are Now Weighing Compensation. - WSJ https://t.co/V5iWRC6pWA'

2022-02-19 13:56:21+00:00,"b"".@patrickbrownont We've met, at least once. We sound similar, but our lives took different paths. I still have to m\xe2\x80\xa6 https://t.co/QLhQJRcLfo"""

2022-02-19 13:56:21+00:00,"b'RT @NHSLanarkshire: If you see someone wearing this symbol, please give them some space. #BeDistanceAware\n\nYou can find out more at https:/\xe2\x80\xa6'"

2022-02-19 13:56:19+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 13:56:18+00:00,"b'RT @sadiqasyraf: After 746 days Covid-19 was in Malaysia, I finally became one of the victims to this nasty virus. https://t.co/C1npBwioeY'"

2022-02-19 13:56:18+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 13:56:17+00:00,"b'RT @cancivlib: Today, we filed an application for judicial review in federal court requesting an order quashing the Emergency Proclamation\xe2\x80\xa6'"

2022-02-19 13:56:15+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:56:15+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 13:56:14+00:00,"b""@kevinechoto Kenyan don't even know how to act, just like a child shifts their attention from one fun activity to t\xe2\x80\xa6 https://t.co/bChtUJBAwI"""

2022-02-19 13:56:13+00:00,"b""RT @CNN: The antiparasitic drug ivermectin doesn't prevent severe disease from Covid-19 any more effectively than symptom management and cl\xe2\x80\xa6"""

2022-02-19 13:56:13+00:00,"b'COVID-19 UPDATE: 29 people have tested positive for the disease, from a sample size of 5,547 tested in the last 24\xe2\x80\xa6 https://t.co/2RyENpvi9B'"

2022-02-19 13:56:11+00:00,b'RT @caymangovt: Further easing of COVID-19 restrictions took effect today with updates to Phase 5 of the Border Reopening Plan. \nPost arriv\xe2\x80\xa6'

2022-02-19 13:56:09+00:00,b'RT @USMortality: BREAKING: Some Wall Street investment banks are considering that Pfizer\xe2\x80\x99s COVID-19 vaccine trial is fraudulent!\nThey are s\xe2\x80\xa6'

2022-02-19 13:56:09+00:00,b'RT @christicash11: Biden\xe2\x80\x99s Bounty on Your Life: Hospitals\xe2\x80\x99 Incentive Payments for COVID-19 - AAPS | Association of American Physicians and\xe2\x80\xa6'

2022-02-19 13:56:09+00:00,b'@gtconway3d Please contact me for cheap prices on placebo pills shown just as effective as Ivermectin in the treatm\xe2\x80\xa6 https://t.co/OBmTl7KE33'

2022-02-19 13:56:08+00:00,"b""From making India's first Cancer hospital TO donating funds in Covid-19, we are thankful to you Sir!\nlet's get toge\xe2\x80\xa6 https://t.co/QEJM63Blcq"""

2022-02-19 13:56:08+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:56:07+00:00,"b'J&amp;K Logs 166 Fresh Covid-19 Cases, Lowest In 47\xc2\xa0Days https://t.co/seltjsAaxw'"

2022-02-19 13:56:04+00:00,"b""RT @fightingpride93: I'm a black trans woman with no income due to covid-19. #transcrowdfund\n\nTo support myself, I set up a patreon where y\xe2\x80\xa6"""

2022-02-19 13:56:03+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:56:03+00:00,b'COVID-19: NCDC commences mass testing in orientation camps for corps members https://t.co/umui7gf1PB'

2022-02-19 13:56:01+00:00,"b'RT @farmprom: Memorandum of Understanding agreement signed today focuses on ending the COVID-19 pandemic,advancing Universal Health Coverag\xe2\x80\xa6'"

2022-02-19 13:56:01+00:00,b'RT @cv_cev: This is a shocking tweet.\n\nIt minimises the threat posed to life by Covid-19. Especially concerning coming from a medical docto\xe2\x80\xa6'

2022-02-19 13:56:01+00:00,"b'Results of COVID-19 tests done on 17 February 2022 confirm 31 new cases. The cumulative confirmed cases are 163,004\xe2\x80\xa6 https://t.co/hIona2fLr6'"

2022-02-19 13:56:00+00:00,b'Munich: The World Health Organization\xe2\x80\x99s (WHO) Director-General Tedros Adhanom Ghebreyesus has called for cooperatio\xe2\x80\xa6 https://t.co/Q2X1IpkIU9'

2022-02-19 13:56:00+00:00,"b""RT @CountryGardener: The powers that be in Canada don't embrace good news like this. This product was developed by a Vancouver company. htt\xe2\x80\xa6"""

2022-02-19 13:56:00+00:00,"b""RT @EW: Coachella and Stagecoach are walking back all their COVID-19 restrictions ahead of this year's festivals \xe2\x80\x94\xc2\xa0no proof of vaccination,\xe2\x80\xa6"""

2022-02-19 13:55:59+00:00,b'Efficacy of #Ivermectin on disease progression in patients with #COVID19:\n\nDoesn\xe2\x80\x99t prevent severe disease from Covi\xe2\x80\xa6 https://t.co/pS91MEsnL8'

2022-02-19 13:55:59+00:00,b'If this will be a second chance to chase the dreams you got before 2020 hits with Covid-19 would you take the Shoot ?!'

2022-02-19 13:55:58+00:00,"b'RT @caymangovt: Further COVID-19 restrictions will be eased Friday, 18 Feb. 2022 as Phase 5 of CI reopening plan continues, Premier Hon. Wa\xe2\x80\xa6'"

2022-02-19 13:55:58+00:00,"b'RT @BenjaminMMeier: 3,189 Americans died from COVID-19 today,\nas we convinced ourselves the pandemic is over.'"

2022-02-19 13:55:57+00:00,b'RT @OccupyDemocrats: BREAKING: Facebook whistleblower files complaints with the SEC revealing that the social media juggernaut misled inves\xe2\x80\xa6'

2022-02-19 13:55:57+00:00,b'RT @PolitiFact: A non-peer-reviewed working paper by economists affiliated with Johns Hopkins University found that lockdowns barely reduce\xe2\x80\xa6'

2022-02-19 13:55:57+00:00,"b'@GOP @GOPChairwoman ""Starting in early summer last year, analysis finds that states with Republican governors had h\xe2\x80\xa6 https://t.co/FAZyJWdg4x'"

2022-02-19 13:55:56+00:00,"b""RT @MothershipSG: 18,094 new Covid-19 cases in S'pore, 7 deaths https://t.co/TylWJPfk2k https://t.co/wM19x0lPPz"""

2022-02-19 13:55:55+00:00,"b'RT @CambHealth: Today, Feb. 19, from 11 a.m. to 3 p.m. @CambMA is offering free COVID-19 vaccine and booster shots for  people who live/wor\xe2\x80\xa6'"

2022-02-19 13:55:55+00:00,"b'RT @NOWaccountLara: Over 10 years ago, @staceyabrams and I started @NOWaccount to enable growing #SmallBusinesses to get paid immediately w\xe2\x80\xa6'"

2022-02-19 13:55:55+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:55:55+00:00,"b'RT @ReutersFacts: There is no evidence that COVID-19 vaccines cause immunodeficiency and \xe2\x80\x98VAIDS\xe2\x80\x99 is not a real vaccine-induced syndrome, ac\xe2\x80\xa6'"

2022-02-19 13:55:54+00:00,b'COVID-19 Pandemic Sparks Vaccine Mandate Litigation \xe2\x80\x93 The National Law Review\n\nChronLaw Litigation News\nat\xe2\x80\xa6 https://t.co/N3ibgiFFiE'

2022-02-19 13:55:54+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:55:51+00:00,"b'RT @dwnews: Hong Kong is experiencing its worst ever COVID-19 outbreak, with omicron pushing hospitals to a breaking point. https://t.co/gQ\xe2\x80\xa6'"

2022-02-19 13:55:49+00:00,b'Why were scientists so slow to study Covid-19 vaccines and menstruation? https://t.co/bj2Jx4DB32'

2022-02-19 13:55:49+00:00,"b'RT @LadySpaulding11: What does it mean that the WSJ is reporting on this now? Is it just good old journalism, or are the serious AEs and de\xe2\x80\xa6'"

2022-02-19 13:55:49+00:00,b'RT @ANI: COVAXIN will be evaluated as a COVID-19 vaccine candidate in the United States: Bharat Biotech https://t.co/llgAZfN02U'

2022-02-19 13:55:48+00:00,"b""RT @COVIDKashmir: Visualisations on Today's Covid-19 Data for Jammu and Kashmir\nDownload the visualisations in HQ: https://t.co/KSHEcQk0WX\xe2\x80\xa6"""

2022-02-19 13:55:47+00:00,"b'RT @BNODesk: Biden extends national emergency for COVID-19, says the pandemic continues to cause significant risk to public health and safe\xe2\x80\xa6'"

2022-02-19 13:55:47+00:00,b'RT @GOP: New from @GOPChairwoman\xe2\xac\x87\xef\xb8\x8f\n\nYour small business was shut down.\n\nYour child has been forced to wear a mask to school.\n\nYour favorite\xe2\x80\xa6'

2022-02-19 13:55:46+00:00,"b'@BostonCollege yo, notice the use of the word ""DEADLY"" https://t.co/aMJElAh0xw'"

2022-02-19 13:55:45+00:00,"b'RT @translatingTXT: \xf0\x9f\x92\x9b: i heard that you don\xe2\x80\x99t necessarily have to get tested for covid-19 through the nasal test anymore, you can also get\xe2\x80\xa6'"

2022-02-19 13:55:44+00:00,"b'RT @MeanwhileinCana: Since the #OttawaOccupation started, 2758 Canadians have died of COVID-19.\n\nEach one of them have family and friends w\xe2\x80\xa6'"

2022-02-19 13:55:44+00:00,b'RT @CureHipHop: I was told they were 100 percent safe &amp; effective https://t.co/eGle0JWOcO'

2022-02-19 13:55:44+00:00,"b'RT @thehill: Bill Gates says risk of severe COVID-19 have reduced, warns of another pandemic caused by another pathogen https://t.co/CfmZSh\xe2\x80\xa6'"

2022-02-19 13:55:44+00:00,"b'RT @Surgeon_General: Update: my 5 year old son, my wife Alice, and I have all tested positive for COVID-19. Our son has a runny nose and lo\xe2\x80\xa6'"

2022-02-19 13:55:43+00:00,b'COVID-19 Pandemic Update \xf0\x9f\x98\xa9 https://t.co/4vMyNJQ4so'

2022-02-19 13:55:43+00:00,b'COVID-19 RDT TEST COMPULSORY FOR ALL CAMP PARTICIPANTS - DG \n ....Call-up-letters will be out on Sunday\nFor all the\xe2\x80\xa6 https://t.co/3mhTEXi41a'

2022-02-19 13:55:43+00:00,b'RT @Reuters: Biden to extend U.S. national emergency due to COVID-19 health risk https://t.co/ilV2VVNQCG https://t.co/ycz806UZcu'

2022-02-19 13:55:43+00:00,"b'RT @dwnews: Hong Kong is experiencing its worst ever COVID-19 outbreak, with omicron pushing hospitals to a breaking point. https://t.co/gQ\xe2\x80\xa6'"

2022-02-19 13:55:43+00:00,"b""RT @MattiaRigotti: You couldn't make this stuff up:\n\nThe Swiss president Ignazio Cassis yesterday announcing the end of COVID safety measur\xe2\x80\xa6"""

2022-02-19 13:55:41+00:00,b'RT @denisrancourt: Kinda difficult to ignore.\nhttps://t.co/IIqkhV74I5 https://t.co/GhOCywsiIs'

2022-02-19 13:55:41+00:00,"b'RT @mellowslinkyb: Anthony Kiedis spreading Covid-19 circa March 2020, colorized \n\n https://t.co/0Bgr0rbH10'"

2022-02-19 13:55:41+00:00,"b""From making India's first Cancer hospital TO donating funds in Covid-19, we are thankful to you Sir!\nlet's get toge\xe2\x80\xa6 https://t.co/NrEQ56csT2"""

2022-02-19 13:55:40+00:00,"b'RT @WCAAimpact: COVID-19 and Anthropology\nDebate/Roundtable\nthe 2nd WAU Webinar in Asia\n\nTuesday, February 22, 10am-11:30am UTC\n7pm South K\xe2\x80\xa6'"

2022-02-19 13:55:40+00:00,b'RT @Gov_NB: Additional support is now available to New Brunswick sports organizations impacted by Level 2 and Level 3 of the winter plan to\xe2\x80\xa6'

2022-02-19 13:55:38+00:00,"b'RT @BenjaminMMeier: 3,189 Americans died from COVID-19 today,\nas we convinced ourselves the pandemic is over.'"

2022-02-19 13:55:37+00:00,"b""RT @CNN: The antiparasitic drug ivermectin doesn't prevent severe disease from Covid-19 any more effectively than symptom management and cl\xe2\x80\xa6"""

2022-02-19 13:55:37+00:00,b'RT @ChannelNewsAsia: How COVID-19-wracked Hong Kong is reeling two years into pandemic https://t.co/Q6NMDe4CdK https://t.co/UhmWD2LT8P'

2022-02-19 13:55:37+00:00,b'RT @Lippyaddiction: This may be the most difficult time since the pandemic began when it comes to COVID-19. \nMany governments are now sayin\xe2\x80\xa6'

2022-02-19 13:55:37+00:00,"b'Memorandum of Understanding agreement signed today focuses on ending the COVID-19 pandemic,advancing Universal Heal\xe2\x80\xa6 https://t.co/WThHs3QU0J'"

2022-02-19 13:55:36+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 13:55:36+00:00,"b'RT @cancivlib: Today, we filed an application for judicial review in federal court requesting an order quashing the Emergency Proclamation\xe2\x80\xa6'"

2022-02-19 13:55:35+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-19 13:55:32+00:00,b'RT @DJTTracker: BREAKING: A judge in Massachusetts has blocked the city of Boston from imposing a COVID-19 vaccination mandate on public sa\xe2\x80\xa6'

2022-02-19 13:55:31+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:55:30+00:00,b'RT @AJEnglish: \xe2\x80\x9cEven people who have COVID cannot go to the ward \xe2\x80\xa6 We don\xe2\x80\x99t have enough beds for them.\xe2\x80\x9d\n\nShades of the early pandemic as Om\xe2\x80\xa6'

2022-02-19 13:55:30+00:00,b'RT @singhak_endo: Good to see Indian study finds #Molnupiravir reducing #Covid-19 #hospitalization (Primary outcome) by 65%(RRR) in mild-Co\xe2\x80\xa6'

2022-02-19 13:55:30+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:55:29+00:00,"b""From making India's first Cancer hospital TO donating funds in Covid-19, we are thankful to you Sir!\nlet's get toge\xe2\x80\xa6 https://t.co/NxLTmhYQXC"""

2022-02-19 13:55:28+00:00,"b'RT @kazuchancocone: \xe3\x82\xb3\xe3\x82\xb3 \xe2\x87\x92\xe2\x87\x92  ""Among the 13 deaths, severe COVID-19 pneumonia was the principal direct cause (9 deaths [69.2%]). Four patients\xe2\x80\xa6'"

2022-02-19 13:55:28+00:00,b'Hi \xf0\x9f\x91\x8b @POTUS @OMBPress Please request $17 billion in supplemental funding to defeat COVID-19 globally. We can only e\xe2\x80\xa6 https://t.co/mRX8VboMOy'

2022-02-19 13:55:28+00:00,"b'@GOP @GOPChairwoman @GOP Worst Jobs Record!\n""Trump was the 1st president since WW II to see a net LOSS of JOBS duri\xe2\x80\xa6 https://t.co/OjDkkK42Su'"

2022-02-19 13:55:28+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 13:55:26+00:00,b'RT @erinpdoherty: A growing number of college presidents are leaving their jobs after two grueling years trying to navigate their schools t\xe2\x80\xa6'
